movie,character_name,line_num,line,line_no_punct
American Psycho,Bateman,281,"he said, ""when i see a pretty girl walking down the  street i think two things. one part of me wants to take her  out and talk to her and be real nice and sweet and treat  her right.""",he said when i see a pretty girl walking down the street i think two things one part of me wants to take her out and talk to her and be real nice and sweet and treat her right
American Psycho,Bateman,282,what her head would look like on a stick.,what her head would look like on a stick
American Psycho,Bateman,283,"is that all you ever have to contribute, van patten? ""what about  fucking dinner?""",is that all you ever have to contribute van patten what about fucking dinner
American Psycho,Bateman,284,keep touching me like that and you'll draw back a stump.,keep touching me like that and you ll draw back a stump
American Psycho,Bateman,285,excuse me.,excuse me
American Psycho,Bateman,286,what...is...it?,what is it
American Psycho,Bateman,287,i've gotta...i've  gotta...return some videotapes.,i ve gotta i ve gotta return some videotapes
American Psycho,Bateman,288,what? carruthers    i'll call you.,what carruthers i ll call you
American Psycho,Bateman,289,maybe.,maybe
American Psycho,Bateman,290,"dinner at the river cafe. au bar afterwards, maybe.",dinner at the river cafe au bar afterwards maybe
American Psycho,Bateman,291,you and...luis?,you and luis
American Psycho,Bateman,292,i never knew you smoked.,i never knew you smoked
American Psycho,Bateman,293,"you look marvelous. there's nothing to say. you're  going to marry luis. next week, no less.",you look marvelous there s nothing to say you re going to marry luis next week no less
American Psycho,Bateman,294,"yes, courtney?",yes courtney
American Psycho,Bateman,295,you too.,you too
American Psycho,Bateman,296,yes?,yes
American Psycho,Bateman,297,detective kendall...uh campbell? kimball  kimball.    call me don.,detective kendall uh campbell kimball kimball call me don
American Psycho,Bateman,298,don.,don
American Psycho,Bateman,299,"uh, yes...i mean...whenever necessary. you  know.",uh yes i mean whenever necessary you know
American Psycho,Bateman,300,"how's the investigation going? taken anyone  in for ""formal questioning?""",how s the investigation going taken anyone in for formal questioning
American Psycho,Bateman,301,"yeah. no finlandia, as usual. fucking dump.",yeah no finlandia as usual fucking dump
American Psycho,Bateman,302,"dan, great to see you again. like i said, you need  anything at all, i'm your man. i don't envy your job. i mean  owen was a...complex man.",dan great to see you again like i said you need anything at all i m your man i don t envy your job i mean owen was a complex man
American Psycho,Bateman,303,rasta man!,rasta man
American Psycho,Bateman,304,i mean-mon. we be jammin'...,i mean mon we be jammin
American Psycho,Bateman,305,ask me a question.,ask me a question
American Psycho,Bateman,306,what do you think i do?,what do you think i do
American Psycho,Bateman,307,"no. flattering, but no.",no flattering but no
American Psycho,Bateman,308,"i m into, well, murders and executions mostly.",i m into well murders and executions mostly
American Psycho,Bateman,309,"welt...it depends, why?",welt it depends why
American Psycho,Bateman,310,"so, where do you work out?",so where do you work out
American Psycho,Bateman,311,leaving what?,leaving what
American Psycho,Bateman,312,"don't, i'll drink it.",don t i ll drink it
American Psycho,Bateman,313,where to? are you going to go get a gram?,where to are you going to go get a gram
American Psycho,Bateman,314,don't tell me...merchant banking?,don t tell me merchant banking
American Psycho,Bateman,315,where to? morgan stanley? rehab? what?,where to morgan stanley rehab what
American Psycho,Bateman,316,price! come back!,price come back
American Psycho,Bateman,317,oh really? daisy  he said...   he said you gave him bad vibes.,oh really daisy he said he said you gave him bad vibes
American Psycho,Bateman,318,that's...that's too bad.,that s that s too bad
American Psycho,Bateman,319,what?,what
American Psycho,Bateman,320,no. i really don't.,no i really don t
American Psycho,Bateman,321,doesn't respond. we see that every space on the  puzzle has been filled in with the words meat or bone. jean  drops the folder on his desk and then walks out.,doesn t respond we see that every space on the puzzle has been filled in with the words meat or bone jean drops the folder on his desk and then walks out
American Psycho,Bateman,322,jean?,jean
American Psycho,Bateman,323,would you like to accompany me to dinner?,would you like to accompany me to dinner
American Psycho,Bateman,324,that is...if you're not doing anything.,that is if you re not doing anything
American Psycho,Bateman,325,"well, isn't this a coincidence.",well isn t this a coincidence
American Psycho,Bateman,326,"listen, where should we go?",listen where should we go
American Psycho,Bateman,327,let's not think about what i want. how about  anywhere you want.,let s not think about what i want how about anywhere you want
American Psycho,Bateman,328,"no, come on. anywhere you want.",no come on anywhere you want
American Psycho,Bateman,329,come on. where do you want to go? anywhere you want. just say it. i can get us in anywhere.,come on where do you want to go anywhere you want just say it i can get us in anywhere
American Psycho,Bateman,330,soooo...dorsia is where jean wants to go...,soooo dorsia is where jean wants to go
American Psycho,Bateman,331,dorsia is...fine.,dorsia is fine
American Psycho,Bateman,332,"yes, can you take two tonight, oh, let's say at  nine o'clock?",yes can you take two tonight oh let s say at nine o clock
American Psycho,Bateman,333,oh really? that's great.,oh really that s great
American Psycho,Bateman,334,two at nine? perfect.,two at nine perfect
American Psycho,Bateman,335,see you then.,see you then
American Psycho,Bateman,336,yes? you're dressed...okay.,yes you re dressed okay
American Psycho,Bateman,337,they know me.,they know me
American Psycho,Bateman,338,"why don't you meet me at my house at seven o'clock  for drinks, okay?",why don t you meet me at my house at seven o clock for drinks okay
American Psycho,Bateman,339,and jean? you'll want to change before we go out.,and jean you ll want to change before we go out
American Psycho,Bateman,340,jean? sorbet?,jean sorbet
American Psycho,Bateman,341,i'm on a diet. but thank you.,i m on a diet but thank you
American Psycho,Bateman,342,you can always he thinner. look...better.,you can always he thinner look better
American Psycho,Bateman,343,no. it's all right. i'm not very good at controlling  it anyway.,no it s all right i m not very good at controlling it anyway
American Psycho,Bateman,344,"so listen, what do you really want to do with your  life?",so listen what do you really want to do with your life
American Psycho,Bateman,345,"and don't tell me you enjoy working with children,  okay?",and don t tell me you enjoy working with children okay
American Psycho,Bateman,346,do you have a boyfriend?,do you have a boyfriend
American Psycho,Bateman,347,interesting.,interesting
American Psycho,Bateman,348,"maybe. i don't know not really. bateman opens up a cupboard where there are a lot of very  bateman opens a cupboard where there are a lot of neatly ordered weapons - an ax, a rifle, a chain saw, duct tape,  twine and a nail gun.",maybe i don t know not really bateman opens up a cupboard where there are a lot of very bateman opens a cupboard where there are a lot of neatly ordered weapons an ax a rifle a chain saw duct tape twine and a nail gun
American Psycho,Bateman,349,"jean, do you feel...fulfilled? i mean, in your life?",jean do you feel fulfilled i mean in your life
American Psycho,Bateman,350,growing. i'm glad you said that.,growing i m glad you said that
American Psycho,Bateman,351,"did you know that ted bundy's first dog, a collie,  was named lassie? had you heard this?",did you know that ted bundy s first dog a collie was named lassie had you heard this
American Psycho,Bateman,352,forget it.,forget it
American Psycho,Bateman,353,"oh. uh, tape. duct tape. i...need it for... taping something. bateman goes back to the cupboard for the  nail gun.",oh uh tape duct tape i need it for taping something bateman goes back to the cupboard for the nail gun
American Psycho,Bateman,354,what...no! put it in the carton.,what no put it in the carton
American Psycho,Bateman,355,jean? what?,jean what
American Psycho,Bateman,356,i'm looking for...i guess you could say i just  want to have a meaningful relationship with someone special.,i m looking for i guess you could say i just want to have a meaningful relationship with someone special
American Psycho,Bateman,357,yes. i don t think i can...control myself.,yes i don t think i can control myself
American Psycho,Bateman,358,"if you stay, i think something bad will happen. i  think i might hurt you.    you don't want to get hurt, do you?",if you stay i think something bad will happen i think i might hurt you you don t want to get hurt do you
American Psycho,Bateman,359,thanks. it slipped my mind completely.,thanks it slipped my mind completely
American Psycho,Bateman,360,"kimball-i've been wanting to talk with you, come  into my office. jean, great jacket. matsuda?",kimball i ve been wanting to talk with you come into my office jean great jacket matsuda
American Psycho,Bateman,361,"yeah, gone into rehab. shame.    is he a suspect?",yeah gone into rehab shame is he a suspect
American Psycho,Bateman,362,god...i guess...i was probably returning  videotapes.,god i guess i was probably returning videotapes
American Psycho,Bateman,363,i had a date with a girl named veronica.,i had a date with a girl named veronica
American Psycho,Bateman,364,what?,what
American Psycho,Bateman,365,well...i...wait...what information have  you received?,well i wait what information have you received
American Psycho,Bateman,366,"well, i could he wrong.",well i could he wrong
American Psycho,Bateman,367,"we had...gone to a new musical called...oh africa, brave africa. it  was...a laugh riot...and that's about it. i think we had dinner  at orso's. no, petaluma. no, orso's. the...last time i  physically saw him was...at an automated teller. i can't  remember which...just one that was near, um, nell's.",we had gone to a new musical called oh africa brave africa it was a laugh riot and that s about it i think we had dinner at orso s no petaluma no orso s the last time i physically saw him was at an automated teller i can t remember which just one that was near um nell s
American Psycho,Bateman,368,"patrick, please. i hope i've been informative. long  day-a bit scattered.",patrick please i hope i ve been informative long day a bit scattered
American Psycho,Bateman,369,"great, yes, i'd like that.",great yes i d like that
American Psycho,Bateman,370,absolutely. i'm with you on that one.,absolutely i m with you on that one
American Psycho,Bateman,371,never. i mean...i don't really like... singers.,never i mean i don t really like singers
American Psycho,Bateman,372,"no, i like music. just-they're-huey's too... black sounding. for me.",no i like music just they re huey s too black sounding for me
American Psycho,Bateman,373,i'll be there.,i ll be there
American Psycho,Bateman,374,"oh this won't be anything like last time, i promise.",oh this won t be anything like last time i promise
American Psycho,Bateman,375,just come in the limo and talk to me for a minute.,just come in the limo and talk to me for a minute
American Psycho,Bateman,376,"nothing like last time, promise.",nothing like last time promise
American Psycho,Bateman,377,"so, you're looking great, how have you been?",so you re looking great how have you been
American Psycho,Bateman,378,really?,really
American Psycho,Bateman,379,"oh, lawyers are so complicated-don't do that. here.",oh lawyers are so complicated don t do that here
American Psycho,Bateman,380,bitch.,bitch
American Psycho,Bateman,381,"uh uh uh. half now, half later.",uh uh uh half now half later
American Psycho,Bateman,382,"okay, your name is christie. we're meeting a friend of mine,  elizabeth. she'll be joining us in my new apartment shortly.  you'll like her. she's a very nice girl. don't say anything  about yourself. is that clear. christie?",okay your name is christie we re meeting a friend of mine elizabeth she ll be joining us in my new apartment shortly you ll like her she s a very nice girl don t say anything about yourself is that clear christie
American Psycho,Bateman,383,it's not that nice.,it s not that nice
American Psycho,Bateman,384,"what do you mean, she was a hot number.",what do you mean she was a hot number
American Psycho,Bateman,385,she's my...cousin.,she s my cousin
American Psycho,Bateman,386,she's from...france.,she s from france
American Psycho,Bateman,387,"elizabeth, it's three in the morning.",elizabeth it s three in the morning
American Psycho,Bateman,388,don't tell him you're here.,don t tell him you re here
American Psycho,Bateman,389,you're at paul owen s.,you re at paul owen s
American Psycho,Bateman,390,paul owen.,paul owen
American Psycho,Bateman,391,no.,no
American Psycho,Bateman,392,"listen, i would just like to see...the two of you...get it on.  what's wrong with that? it's totally disease-free.",listen i would just like to see the two of you get it on what s wrong with that it s totally disease free
American Psycho,Bateman,393,come on. don't you find christie attractive?,come on don t you find christie attractive
American Psycho,Bateman,394,come on. i think it would be a turn-on.,come on i think it would be a turn on
American Psycho,Bateman,395,"christie, you're not drinking your wine.",christie you re not drinking your wine
American Psycho,Bateman,396,are you telling me you've never gotten it on with a girl?,are you telling me you ve never gotten it on with a girl
American Psycho,Bateman,397,"well, you went to sarah lawrence for one thing.",well you went to sarah lawrence for one thing
American Psycho,Bateman,398,"did you know that whitney houston's debut lp  called simply whitney houston had four number-one singles  on it? did you know that, christie? whitney's voice leaps  across so many boundaries and is so versatile-though she's  mainly a jazz singer-that it's hard to take in the album  on a first listening.",did you know that whitney houston s debut lp called simply whitney houston had four number one singles on it did you know that christie whitney s voice leaps across so many boundaries and is so versatile though she s mainly a jazz singer that it s hard to take in the album on a first listening
American Psycho,Bateman,399,"it's hard to choose a favorite track  among so many great ones, but ""the greatest love of all""  is one of the best, most powerful songs ever written about  self-preservation and dignity. it's universal message  crosses all boundaries, and instills one with the hope  that it's not too late to better ourselves. to act kinder.  since, elizabeth, it's impossible in the world we live in  to empathize with others, we can always empathize with  ourselves.",it s hard to choose a favorite track among so many great ones but the greatest love of all is one of the best most powerful songs ever written about self preservation and dignity it s universal message crosses all boundaries and instills one with the hope that it s not too late to better ourselves to act kinder since elizabeth it s impossible in the world we live in to empathize with others we can always empathize with ourselves
American Psycho,Bateman,400,"it's an important message, crucial, really, and it's  beautifully stated on the album.",it s an important message crucial really and it s beautifully stated on the album
American Psycho,Bateman,401,"not the face, you bitch. not the fucking face, you  piece of bitch trash!",not the face you bitch not the fucking face you piece of bitch trash
American Psycho,Bateman,402,"i think, evelyn, that we've...lost touch.",i think evelyn that we ve lost touch
American Psycho,Bateman,403,"my need to engage in homicidal behavior on a massive scale  cannot be, um, corrected, but i have no other way to fulfill  my needs.",my need to engage in homicidal behavior on a massive scale cannot be um corrected but i have no other way to fulfill my needs
American Psycho,Bateman,404,we need to talk.,we need to talk
American Psycho,Bateman,405,"it's over, evelyn. it's all over",it s over evelyn it s all over
American Psycho,Bateman,406,i'm fucking serious. it's fucking over. us. this  is no joke. i don't think we should see each other anymore.,i m fucking serious it s fucking over us this is no joke i don t think we should see each other anymore
American Psycho,Bateman,407,i know that your friends are my friends. i've thought about  that. you can have them.,i know that your friends are my friends i ve thought about that you can have them
American Psycho,Bateman,408,"yes, i am.",yes i am
American Psycho,Bateman,409,we never really shared one.,we never really shared one
American Psycho,Bateman,410,"i'm...in touch with humanity. evelyn, i'm sorry.    you're just not terribly important to me.",i m in touch with humanity evelyn i m sorry you re just not terribly important to me
American Psycho,Bateman,411,i know my behavior is...erratic sometimes.,i know my behavior is erratic sometimes
American Psycho,Bateman,412,"if you really want to do something for me, you can stop making  this scene right now.",if you really want to do something for me you can stop making this scene right now
American Psycho,Bateman,413,i'm leaving now. i've assessed the situation and i'm going.,i m leaving now i ve assessed the situation and i m going
American Psycho,Bateman,414,i'm just leaving.,i m just leaving
American Psycho,Bateman,415,i have to return some videotapes.,i have to return some videotapes
American Psycho,Bateman,416,"here kitty, kitty.",here kitty kitty
American Psycho,Bateman,417,"harold, it's bateman. patrick bateman. you're my  lawyer so i think you should know-i've killed a lot of  people. some escort girls, in an apartment uptown, some  homeless people, maybe five or ten, an nyu girl i met in  central park. i left her in a parking lot, near dunkin'  donuts. i killed bethany, my old girlfriend, with a nail  gun. and a man, some old faggot with a dog. last week i  killed another girl with a chainsaw-i had to, she almost  got away there was someone else there, maybe a model, i  can't remember but she's dead too. and paul owen. i killed  paul owen with an ax, in the face. his body is dissolving  in a bathtub in hell's kitchen. i don't want to leave anything  out here...i guess i've killed 20 people, maybe 40-i have tapes  of a lot of it. some of the girls have seen the tapes, i even... well, i ate some of their brains and i tried to cook a little.  tonight i just, well, i had to kill a lot of people and i'm not  sure i 'm going to get away with it this time-i mean i guess  i'm a pretty sick guy. so-if you get hack tomorrow, i may show  up at harry's bar, so, you know, keep your eyes open.",harold it s bateman patrick bateman you re my lawyer so i think you should know i ve killed a lot of people some escort girls in an apartment uptown some homeless people maybe five or ten an nyu girl i met in central park i left her in a parking lot near dunkin donuts i killed bethany my old girlfriend with a nail gun and a man some old faggot with a dog last week i killed another girl with a chainsaw i had to she almost got away there was someone else there maybe a model i can t remember but she s dead too and paul owen i killed paul owen with an ax in the face his body is dissolving in a bathtub in hell s kitchen i don t want to leave anything out here i guess i ve killed 20 people maybe 40 i have tapes of a lot of it some of the girls have seen the tapes i even well i ate some of their brains and i tried to cook a little tonight i just well i had to kill a lot of people and i m not sure i m going to get away with it this time i mean i guess i m a pretty sick guy so if you get hack tomorrow i may show up at harry s bar so you know keep your eyes open
American Psycho,Bateman,418,"not in the mood, i guess.",not in the mood i guess
American Psycho,Bateman,419,"yes, of course. the hash browns are delicious. i'm just...not... ordering them.",yes of course the hash browns are delicious i m just not ordering them
American Psycho,Bateman,420,i'm not really sure. i had a shower...and some  sorbet?,i m not really sure i had a shower and some sorbet
American Psycho,Bateman,421,but how? where do you place paul that night?,but how where do you place paul that night
American Psycho,Bateman,422,and?,and
American Psycho,Bateman,423,marcus?,marcus
American Psycho,Bateman,424,but marcus denied it?,but marcus denied it
American Psycho,Bateman,425,"well, does marcus have an alibi?",well does marcus have an alibi
American Psycho,Bateman,426,he does? you're sure?,he does you re sure
American Psycho,Bateman,427,oh. kimball now where were you?,oh kimball now where were you
American Psycho,Bateman,428,where was marcus?,where was marcus
American Psycho,Bateman,429,so who was he with?,so who was he with
American Psycho,Bateman,430,"oh, right. of course...we had wanted paul owen  to come. but he said he had plans...i guess i had dinner  with victoria...the following night.",oh right of course we had wanted paul owen to come but he said he had plans i guess i had dinner with victoria the following night
American Psycho,Bateman,431,20b.,20b
American Psycho,Bateman,432,mrs. wolfe?,mrs wolfe
American Psycho,Bateman,433,no.,no
American Psycho,Bateman,434,i'm looking for...paul owen's...place.,i m looking for paul owen s place
American Psycho,Bateman,435,doesn't he live here?,doesn t he live here
American Psycho,Bateman,436,are you sure?,are you sure
American Psycho,Bateman,437,"no. yes. i mean yes, i did. in the times. but... doesn't paul owen still live here?",no yes i mean yes i did in the times but doesn t paul owen still live here
American Psycho,Bateman,438,but i think...i want to know what happened  here.,but i think i want to know what happened here
American Psycho,Bateman,439,i won't...don't worry.,i won t don t worry
American Psycho,Bateman,440,jean? hello? jean?,jean hello jean
American Psycho,Bateman,441,"hello? jean, i need help!",hello jean i need help
American Psycho,Bateman,442,jean-i'm not-,jean i m not
American Psycho,Bateman,443,"oh god, what did you say, you dumb bitch?",oh god what did you say you dumb bitch
American Psycho,Bateman,444,what are i doing?,what are i doing
American Psycho,Bateman,445,"i don't think i'm gonna make it, jean.",i don t think i m gonna make it jean
American Psycho,Bateman,446,...to the office this afternoon.,to the office this afternoon
American Psycho,Bateman,447,just...say...no!,just say no
American Psycho,Bateman,448,stop sounding so fucking sad! jesus!,stop sounding so fucking sad jesus
American Psycho,Bateman,449,i'm not going anywhere unless we  have a reservation.,i m not going anywhere unless we have a reservation
American Psycho,Bateman,450,"excuse me, gentlemen. right back. he approaches carnes cautiously.",excuse me gentlemen right back he approaches carnes cautiously
American Psycho,Bateman,451,"shut up, carnes, they will not.",shut up carnes they will not
American Psycho,Bateman,452,"so, harold, did you get my message?",so harold did you get my message
American Psycho,Bateman,453,"yes, naturally.",yes naturally
American Psycho,Bateman,454,what exactly do you mean?,what exactly do you mean
American Psycho,Bateman,455,"but wait, harold, what do you mean?",but wait harold what do you mean
American Psycho,Bateman,456,carnes? wait.,carnes wait
American Psycho,Bateman,457,what are you talking about? bateman is what?,what are you talking about bateman is what
American Psycho,Bateman,458,"wait. stop. you don't seem to understand. you're not really  comprehending any of this. i killed him. i did it, carnes.  i'm patrick bateman. i chopped owen's fucking head off.  i tortured dozens of girls. the whole message i left on your  machine was true.",wait stop you don t seem to understand you re not really comprehending any of this i killed him i did it carnes i m patrick bateman i chopped owen s fucking head off i tortured dozens of girls the whole message i left on your machine was true
American Psycho,Bateman,459,"no! listen, don't you know who i am? i'm not davis, i'm  patrick bateman! i talk to you on the phone all the time!  don't you recognize me? you're my lawyer.",no listen don t you know who i am i m not davis i m patrick bateman i talk to you on the phone all the time don t you recognize me you re my lawyer
American Psycho,Bateman,460,"now, carnes, listen to me. listen very, very carefully. i killed  paul owen and i liked it. i can't make myself any clearer",now carnes listen to me listen very very carefully i killed paul owen and i liked it i can t make myself any clearer
American Psycho,Bateman,461,it never was supposed to he! why isn't it possible?,it never was supposed to he why isn t it possible
American Psycho,Bateman,462,"why not, you stupid bastard?",why not you stupid bastard
American Psycho,Bateman,463,"no, you...didn't?",no you didn t
American Psycho,Bateman,464,"i'm just a happy camper. rockin' and a-rollin'. van patten   rehab's done wonders for you, pal.  working for unicef now?",i m just a happy camper rockin and a rollin van patten rehab s done wonders for you pal working for unicef now
American Psycho,Bateman,465,but inside doesn't matter...,but inside doesn t matter
American Psycho,Bateman,466,whatever.,whatever
American Psycho,Bateman,467,"there are no more barriers to cross. all i have in common with  the uncontrollable and the insane, the vicious and the evil,  all the mayhem i have caused and my utter indifference toward  it, i have now surpassed...",there are no more barriers to cross all i have in common with the uncontrollable and the insane the vicious and the evil all the mayhem i have caused and my utter indifference toward it i have now surpassed
American Psycho,Bateman,468,my pain is constant and sharp and i do not hope for a better  world for anyone. i fact i want my pain to be inflicted on  others. i want no escape.,my pain is constant and sharp and i do not hope for a better world for anyone i fact i want my pain to be inflicted on others i want no escape
American Psycho,Bateman,469,"but even after admitting this, there is no catharsis. i gain no  deeper knowledge about myself, no new knowledge can be extracted  from my telling. there has been no reason for me to tell you any  of this. this confession has meant nothing...",but even after admitting this there is no catharsis i gain no deeper knowledge about myself no new knowledge can be extracted from my telling there has been no reason for me to tell you any of this this confession has meant nothing
Finding Nemo,Dory,0,look out!,look out
Finding Nemo,Dory,1,"ohh. oh, oh. sorry! i didn't see you. sir, are you okay?",ohh oh oh sorry i didn t see you sir are you okay
Finding Nemo,Dory,2,"there, there. it's all right.",there there it s all right
Finding Nemo,Dory,3,it'll be okay.,it ll be okay
Finding Nemo,Dory,4,"hey, i've seen a boat.",hey i ve seen a boat
Finding Nemo,Dory,5,it passed by not too long ago.,it passed by not too long ago
Finding Nemo,Dory,6,hi. i'm dory.,hi i m dory
Finding Nemo,Dory,7,"oh, oh, oh! it-it went, um, this way! and it went this way! follow me!",oh oh oh it it went um this way and it went this way follow me
Finding Nemo,Dory,8,no problem.,no problem
Finding Nemo,Dory,9,will you quit it?,will you quit it
Finding Nemo,Dory,10,"i'm trying to swim here. what, ocean ain't big enough for you?",i m trying to swim here what ocean ain t big enough for you
Finding Nemo,Dory,11,"you got a problem, buddy? huh? huh? do 'ya? do 'ya? do 'ya? you want a piece of me? yeah, oooh, i'm scared now. whaat!?",you got a problem buddy huh huh do ya do ya do ya you want a piece of me yeah oooh i m scared now whaat
Finding Nemo,Dory,12,"stop following me, okay!?",stop following me okay
Finding Nemo,Dory,13,"a boat? hey, i've seen a boat. it passed by not too long ago. it went this way, it went this way. follow me!",a boat hey i ve seen a boat it passed by not too long ago it went this way it went this way follow me
Finding Nemo,Dory,14,i did? oh dear...,i did oh dear
Finding Nemo,Dory,15,"no, it's not. i know it's not. i'm so sorry. see, i suffer from short-term memory loss.",no it s not i know it s not i m so sorry see i suffer from short term memory loss
Finding Nemo,Dory,16,"no, it's true. i forget things almost instantly. it runs in my family..or at least i think it does. hmmm..where are they? can i help you?",no it s true i forget things almost instantly it runs in my family or at least i think it does hmmm where are they can i help you
Finding Nemo,Dory,17,"well, hi!",well hi
Finding Nemo,Dory,19,"ooh, i love parties! parties are fun!",ooh i love parties parties are fun
Finding Nemo,Dory,20,"hey, look--balloons! it is a party!",hey look balloons it is a party
Finding Nemo,Dory,21,hey there!,hey there
Finding Nemo,Dory,22,ooh! pick me! pick me!,ooh pick me pick me
Finding Nemo,Dory,23,woo-hoo!,woo hoo
Finding Nemo,Dory,24,hi. i'm dory.,hi i m dory
Finding Nemo,Dory,25,"and, uh, well, i don't think i've ever eaten a fish.",and uh well i don t think i ve ever eaten a fish
Finding Nemo,Dory,26,whew! i'm glad i got that off my chest.,whew i m glad i got that off my chest
Finding Nemo,Dory,27,"oh my, you poor fish.",oh my you poor fish
Finding Nemo,Dory,28,"well then we gotta find a fish who can read this. hey, look. sharks!",well then we gotta find a fish who can read this hey look sharks
Finding Nemo,Dory,29,"guys, guys!",guys guys
Finding Nemo,Dory,30,that's mine! give it to me! gimme! oww!,that s mine give it to me gimme oww
Finding Nemo,Dory,31,"ow, ow, ow.",ow ow ow
Finding Nemo,Dory,32,you really clocked me there. am i bleeding?,you really clocked me there am i bleeding
Finding Nemo,Dory,33,"ow, ow, ow.",ow ow ow
Finding Nemo,Dory,34,who is it?,who is it
Finding Nemo,Dory,35,"sorry, you'll have to come back later. we're trying to escape.",sorry you ll have to come back later we re trying to escape
Finding Nemo,Dory,36,"look, here's something! 'esss-ca-pe'! i wonder what that means. it's funny, it's spelled just like the word 'escape'.",look here s something esss ca pe i wonder what that means it s funny it s spelled just like the word escape
Finding Nemo,Dory,37,"i can read? that's right, i can read!",i can read that s right i can read
Finding Nemo,Dory,38,you want that mask? okay.,you want that mask okay
Finding Nemo,Dory,39,"aw, is the party over?",aw is the party over
Finding Nemo,Dory,40,are you gonna eat that? careful with that hammer...,are you gonna eat that careful with that hammer
Finding Nemo,Dory,41,sea monkey has my money...,sea monkey has my money
Finding Nemo,Dory,42,"yes, i'm a natural blue...",yes i m a natural blue
Finding Nemo,Dory,43,look out! sharks eat fish! aaaaaah!,look out sharks eat fish aaaaaah
Finding Nemo,Dory,44,wow. dusty.,wow dusty
Finding Nemo,Dory,45,"[singing] hoo doot doo doot doot doo doot. whoo-hoo! la la la la la la. just keeps going on, doesn't it? echo! echo! hey, what are you doing?",singing hoo doot doo doot doot doo doot whoo hoo la la la la la la just keeps going on doesn t it echo echo hey what are you doing
Finding Nemo,Dory,46,did you drop it?,did you drop it
Finding Nemo,Dory,47,"hey, mr. grumpy gills. when life gets you down, you know what you gotta do?",hey mr grumpy gills when life gets you down you know what you gotta do
Finding Nemo,Dory,48,"[singing] just keep swimming. just keep swimming, swimming, swimming. what do we do? we swim, swim.",singing just keep swimming just keep swimming swimming swimming what do we do we swim swim
Finding Nemo,Dory,49,[singing] ho ho ho ho ho ho! i love to swim! when you want to swim..,singing ho ho ho ho ho ho i love to swim when you want to swim
Finding Nemo,Dory,50,sorry.,sorry
Finding Nemo,Dory,51,aaah! something's got me!,aaah something s got me
Finding Nemo,Dory,52,[gasps] who was that?,gasps who was that
Finding Nemo,Dory,53,are..are you my conscience?,are are you my conscience
Finding Nemo,Dory,54,"hmm, can't complain.",hmm can t complain
Finding Nemo,Dory,55,i see..i see a light.,i see i see a light
Finding Nemo,Dory,56,"yeah. over there. hey, conscience. am i dead?",yeah over there hey conscience am i dead
Finding Nemo,Dory,57,it's so pretty.,it s so pretty
Finding Nemo,Dory,58,i want to touch it. oh!,i want to touch it oh
Finding Nemo,Dory,59,[singing] i'm gonna get you. i'm gonna get you. i'm gonna swim with you.,singing i m gonna get you i m gonna get you i m gonna swim with you
Finding Nemo,Dory,60,haah!,haah
Finding Nemo,Dory,61,what mask?,what mask
Finding Nemo,Dory,62,"okay, i can't see a thing.",okay i can t see a thing
Finding Nemo,Dory,63,"hey, look! a mask!",hey look a mask
Finding Nemo,Dory,64,"i'm sorry, but if you could just bring it a little closer, i kind of need the light. that's great, keep it right there.",i m sorry but if you could just bring it a little closer i kind of need the light that s great keep it right there
Finding Nemo,Dory,65,"okay, okay. mr. bossy. uh, 'p'. okay, 'p'. 'shh-eer...sher--p. sher--p. shirley? p.--'. oh! the first line's 'p. sherman'!",okay okay mr bossy uh p okay p shh eer sher p sher p shirley p oh the first line s p sherman
Finding Nemo,Dory,66,"okay, second line. '42'.",okay second line 42
Finding Nemo,Dory,67,"light, please. 'walla--walla--walla-beee'...",light please walla walla walla beee
Finding Nemo,Dory,68,the second line's '42 wallaby way'!,the second line s 42 wallaby way
Finding Nemo,Dory,69,'sydney'. it's 'sydney'!,sydney it s sydney
Finding Nemo,Dory,70,aaah!,aaah
Finding Nemo,Dory,71,"[singing] no, no, no eating here tonight. you on a diet--",singing no no no eating here tonight you on a diet
Finding Nemo,Dory,72,"'p. sherman, 42 wallaby way, sydney'. [gasps] i remember what it said! i usually forget things, but i remembered it this time!",p sherman 42 wallaby way sydney gasps i remember what it said i usually forget things but i remembered it this time
Finding Nemo,Dory,73,i don't know. but who cares? i remembered!,i don t know but who cares i remembered
Finding Nemo,Dory,74,"p. sherman, 42 wallaby way, sydney. i remembered it again!",p sherman 42 wallaby way sydney i remembered it again
Finding Nemo,Dory,75,"i'm going to p. sherman, 42 wallaby way, sydney. where are you going? i'm going to p. sherman, 42 wallaby way, sydney. if you're askin' where i'm goin'. i'll tell you that's where i'm going. it's p. sherman, 42 wallaby way, sydney. where? i'm sorry, i didn't hear you. p. sherman, 42 wallaby way...",i m going to p sherman 42 wallaby way sydney where are you going i m going to p sherman 42 wallaby way sydney if you re askin where i m goin i ll tell you that s where i m going it s p sherman 42 wallaby way sydney where i m sorry i didn t hear you p sherman 42 wallaby way
Finding Nemo,Dory,76,"p. sherman 42 wallaby way, sydney. why do i have to tell you over and over again? i'll tell you again. i don't get tired of it--",p sherman 42 wallaby way sydney why do i have to tell you over and over again i ll tell you again i don t get tired of it
Finding Nemo,Dory,77,huh?,huh
Finding Nemo,Dory,79,okay.,okay
Finding Nemo,Dory,80,uh-huh.,uh huh
Finding Nemo,Dory,81,huh?,huh
