movie,character_name,line_num,line
Avengers,Tony,28,"this is, uh... tony expands his arms and different profiles appear in holographic form floating in the air in front of tony and pepper."
Avengers,Tony,29,"this. screens appear of captain america in action, the hulk roaring as"
Avengers,Tony,30,tomorrow.
Avengers,Tony,31,"well, what if i didn't?"
Avengers,Tony,32,yeah.
Avengers,Tony,33,square deal. it's the last date. pepper kisses him.
Avengers,Tony,34,what? rock of ages giving up so easily?
Avengers,Tony,35,"still, you are pretty spry, for an older fellow. what's your thing? pilates?"
Avengers,Tony,36,"it's like calisthenics. you might have missed a couple things, you know, doing time as a capsicle. steve looks at tony, finally meeting his ego match."
Avengers,Tony,37,"yeah, there's a lot of things fury doesn't tell you. thunder and lightning nearly hit the jet, making it shake violently."
Avengers,Tony,38,then don't take my stuff.
Avengers,Tony,39,shakespeare in the park? doth mother know you weareth her drapes?
Avengers,Tony,40,"he gives up the cube, he's all yours. until then, stay out of my way... tourist. the iron man helmet clamps up and he walks away. in one quick move, thor pulls mjï¿½lnir, throws it, and knocks iron man clear across into a tree."
Avengers,Tony,41,"okay. from the mountain side, loki watches in amusement. thor raises his hand. mjï¿½lnir flies back to his hand. thor swings the hammer, summoning a ray of energy. iron man stands up and from his hand boosters, a blast of energy knocks the mighty avenger on his ass. iron man flies back up and knocks thor into a tree. right back at you, bitch! thor, kneeling on the ground, pulls mjï¿½lnir to his hand, raises it to the skies and pulls in lighting and thunder! thor points the hammer at iron man and the outpouring of bolts lighting increases in intensity. iron man falls back."
Avengers,Tony,42,"how about that? iron man fires away from his hand boosters, pushing thor to his knees. like two gunslingers ready to draw, both thor and iron man fly towards each other and meet in the middle and ascend up."
Avengers,Tony,43,it's a stabilizing agent. (walks in with coulson; to
Avengers,Tony,44,
Avengers,Tony,45,"well, that sounds exhausting. the rest of the raw materials, agent barton can get his hands on pretty easily. only major component he still needs is a power source. a high energy density, something to kick start the cube."
Avengers,Tony,46,"last night. the packet, selvig's notes, the extraction theory papers. am i the only one who did the reading?"
Avengers,Tony,47,"unless, selvig has figured out how to stabilize the quantum tunneling effect."
Avengers,Tony,48,"finally, someone who speaks english."
Avengers,Tony,49,"it's good to meet you, dr. banner. you're work on anti-electron collisions is unparalleled. and i'm a huge fan of the way you lose control and turn into an enormous green rage monster."
Avengers,Tony,50,"shall we play, doctor?"
Avengers,Tony,51,"if we bypass their mainframe and direct a reroute to the homer cluster, we can clock this around six hundred teraflops."
Avengers,Tony,52,
Avengers,Tony,53,"well, i promise a stress free environment. no tension. no surprises. suddenly, tony pokes banner with a miniature electrical prod. steve walks in on them, pissed at tony."
Avengers,Tony,54,nothing?
Avengers,Tony,55,"you really have got a lid on it, haven't you? what's your secret? mellow jazz? bongo drums? huge bag of weed?"
Avengers,Tony,56,funny things are.
Avengers,Tony,57,"you're tiptoeing, big man. you need to strut."
Avengers,Tony,58,you think i'm not? why did fury call us and why now? why not before? what isn't he telling us? i can't do the equation unless i have all the variables.
Avengers,Tony,59,"he's a spy. captain, he's the spy. his secrets have secrets.  it's bugging him too, isn't it?"
Avengers,Tony,60,that's just the prototype. i'm kind of the only name in clean energy right now.
Avengers,Tony,61,i should probably look into that once my decryption programmer finishes breaking into all of shield's secure files.
Avengers,Tony,62,jarvis has been running it since i hit the bridge. in a few hours we'll know every dirty secret shield has ever tried to hide.  blueberry?
Avengers,Tony,63,"an intelligence organization that fears intelligence? historically, not possible."
Avengers,Tony,64,following is not really my style.
Avengers,Tony,65," of the people in this room, which one is; a. wearing a spangly outfit, and b. not of use?"
Avengers,Tony,66,that's the guy my dad never shut up about? wondering if they shouldn't have kept him on ice.
Avengers,Tony,67,what he's got is an acme dynamite kit.
Avengers,Tony,68," it's gonna blow up in his face, and i'm gonna be there when it does."
Avengers,Tony,69,uh-huh. or you'll be suiting up like the rest of us.
Avengers,Tony,70,"you know, i've got a cluster of shrapnel, trying every second to crawl its way into my heart.  this stops it. this little circle of light. it's part of me now, not just armor. it's a... terrible privilege."
Avengers,Tony,71,because i learned how.
Avengers,Tony,72,"hey, i've read all about your accident. that much gamma exposure should have killed you."
Avengers,Tony,73,
Avengers,Tony,74,you just might.
Avengers,Tony,75,uh...kind of been wondering the same thing about you.
Avengers,Tony,76,"and you'll get your cube back, no muss, no fuss.  what is phase 2? suddenly, steve drops a hydra assault rifle on the table causing fury, banner and tony to turn around. cap looks pissed."
Avengers,Tony,77,"i'm sorry, nick. tony moves the computer screen towards fury which shows plans of"
Avengers,Tony,78,what were you lying?
Avengers,Tony,79,nuclear deterrent. `cause that always calms everything right down.
Avengers,Tony,80, why shouldn't the guy let off a little steam?
Avengers,Tony,81," oh, i'm starting to want you to make me."
Avengers,Tony,82,"genius, billionaire, playboy, philanthropist."
Avengers,Tony,83,i think i would just cut the wire.
Avengers,Tony,84," a hero? like you? you're a lab rat, rogers. everything special about you came out of a bottle!"
Avengers,Tony,85,got it. banner puts down the scepter and walks over to the computer.
Avengers,Tony,86,i can get there faster.
Avengers,Tony,87,you gonna stop me?
Avengers,Tony,88,i'm not afraid to hit an old man.
Avengers,Tony,89,"yep! steve helps tony up and out of the lab. fury sits up, clutching his ribs. he puts on his earpiece."
Avengers,Tony,90, i'm on it!
Avengers,Tony,91,"find engine three. i'll meet you there. cap peels off as tony approaches a tech room. inside, tony's iron man suit stands waiting, lit above in all its glory."
Avengers,Tony,92,good. see what we got. tony flies in his iron man suit and gets close to the damaged engine.
Avengers,Tony,93,i gotta get this super conducting cooling system back online before i can access the rotors and work on dislodging the debris.
Avengers,Tony,94,"even if i clear the rotors, this thing won't re-engage without a jump. i'm gonna have to get in there and push."
Avengers,Tony,95,then stay in the control unit and reverse polarity long enough to disengage mag...
Avengers,Tony,96,"see that red lever? it'll slow the rotors down long enough for me to get out. stand by it, wait for my word. captain america looks over at the other side where he was. he sees the red lever and jumps towards it."
Avengers,Tony,97,"cap, i need the lever!"
Avengers,Tony,98,"lever. now! tony lets go of the rotors. they spin by themselves. tony is then caught in one. he is now fucked. iron man slips into the rotors, getting chewed up."
Avengers,Tony,99,"no. there was a uh...cellist, i think."
Avengers,Tony,100,he was an idiot.
Avengers,Tony,101,for taking on loki alone.
Avengers,Tony,102,he was out of his league. he should have waited. he should have...
Avengers,Tony,103,
Avengers,Tony,104, we are not soldiers! i am not marching to fury's fife!
Avengers,Tony,105,(looking at the blood stained
Avengers,Tony,106,that is the point. that's loki's point. he hit us all right where we live. why?
Avengers,Tony,107,"he had to conquer his greed, but he knows he has to take us out to win, right? that's what he wants. he wants to beat us and he wants to be seen doing it. he wants an audience."
Avengers,Tony,108,"yeah. that's just a preview, this is opening night. loki's a full-tilt diva. he wants flowers, he wants parades, he wants a monument built in the skies with his name plastered..."
Avengers,Tony,109,"shut it down, dr. selvig."
Avengers,Tony,110,"skip the spinning rims. we're on the clock. tony lands his suit and goes through the gauntlet and unsuits him. loki looks up at him, smiling. they proceed to walk into the penthouse."
Avengers,Tony,111,"uh...actually, i'm planning to threaten you."
Avengers,Tony,112,"yeah, it's seen a bit of mileage. you've got the blue stick of destiny. would you like a drink?"
Avengers,Tony,113,"no, no, no! threatening. no drink? you sure? i'm having one."
Avengers,Tony,114,
Avengers,Tony,115,
Avengers,Tony,116," but, let's do a head count here. your brother, the demi-god; a super soldier, a living legend who kind of lives up to the legend; a man with breath-taking anger management issues; a couple of master assassins, and you, big fella, you've managed to piss off every single one of them."
Avengers,Tony,117,"not a great plan. when they come, and they will, they'll come for you. from underneath the bar table, tony pulls on colantotte bracelets, a honing device."
Avengers,Tony,118,we have a hulk.
Avengers,Tony,119,"you're missing the point. there's no throne, there is no version of this, where you come out on top. maybe your army comes and maybe it's too much for us, but it's all on you. because if we can't protect the earth, you can be damned well sure we'll avenge it."
Avengers,Tony,120,"well, performance issues. you know? in anger, loki grabs tony by the throat and flings him across the room."
Avengers,Tony,121,jarvis. anytime now. loki grabs tony by the throat again.
Avengers,Tony,122,"right. army. iron man flies up towards the portal. from his shoulders, a miniature multiple rocket launcher, pops out and fires. like the jericho missile, several targets are taken down unlike no missile. it's useless. thousands of chitauri fly out. iron man flies towards the city."
Avengers,Tony,123,fine. let's keep them occupied. iron man heads back to the portal.
Avengers,Tony,124,"i'm seeing, still working on believing. where's banner? has he shown up yet?"
Avengers,Tony,125,"just keep me posted. jarvis, find me a soft spot. iron man quietly flies behind and parallel with the chitauri"
Avengers,Tony,126,"then tell him to suit up. i'm bringing the party to you. iron man comes out from behind a building. the chitauri leviathan follows, impatiently."
Avengers,Tony,127,nice call. what else you got?
Avengers,Tony,128,and he didn't invite me?
Avengers,Tony,129,"i got a nuke coming in, it's gonna blow in less than a minute. and i know just where to put it."
Avengers,Tony,130,
Avengers,Tony,131,what the hell? what just happened? please tell me nobody kissed me?
Avengers,Tony,132,"alright. hey. alright. good job, guys. let's just not come in tomorrow. let's just take a day. have you ever tried shawarma? there's a shawarma joint about two blocks from here. i don't know what it is, but i wanna try it."
Avengers,Tony,133,and then shawarma after.
Dumb And Dumber,Lloyd,0,"excuse me, can you tell me how to get to the medical school? i'm supposed to be giving a lecture in twenty minutes and my driver's a bit lost."
Dumb And Dumber,Lloyd,1,i couldn't help noticing the accent. you from jersey?
Dumb And Dumber,Lloyd,2,"austria? you're kidding.  well, g'day, mate. what do you say we get together later and throw a few shrimp on the barbie."
Dumb And Dumber,Lloyd,3,  guess i won't be going down under tonight...
Dumb And Dumber,Lloyd,4,this is 22.
Dumb And Dumber,Lloyd,5,"cool your jets, arnie. i'm on my way."
Dumb And Dumber,Lloyd,6,why you going to the airport? flying somewhere?
Dumb And Dumber,Lloyd,7,"well, i saw your luggage, then when i noticed the airline ticket, i put two and two together.  so where you heading?"
Dumb And Dumber,Lloyd,8,"oh, you're gonna love it. i hear california's beautiful this time of year. mary looks back out the window and lloyd sneaks another glance."
Dumb And Dumber,Lloyd,9, name's christmas. lloyd christmas.
Dumb And Dumber,Lloyd,10,"uh, this isn't my real job, you know. it's only temporary."
Dumb And Dumber,Lloyd,11,"yeah, you see, my friend harry and i are saving up our money so we can open our own pet store."
Dumb And Dumber,Lloyd,12, i got worms.
Dumb And Dumber,Lloyd,13,"that's what we're gonna call it: i got worms. we're gonna specialize in selling worm farms you know, like ant farms. a lot of people don't realize that worms make much better pets than ants. they're quiet, affectionate, they don't bite, and they're super with the kids."
Dumb And Dumber,Lloyd,14,"uh... well, sure but they aren't half as affectionate. and if you cut an ant's head off, it won't grow back."
Dumb And Dumber,Lloyd,15,"and best of all, worm farming is a seventy-five-thousand-dollar-a-year industry. i wouldn't mind having a piece of that pie, if you know what i mean."
Dumb And Dumber,Lloyd,16, what's the matter? little tense about the flight?
Dumb And Dumber,Lloyd,17,"it's really nothing to worry about, mary. statistically, they say you're more likely to get killed on the way to the airport. you know, like in a head-on crash, or something."
Dumb And Dumber,Lloyd,18,good thinking. there's a lot of bad rivers out there.
Dumb And Dumber,Lloyd,19,keep it. it was my pleasure.
Dumb And Dumber,Lloyd,20," relax, mary. just get trashed and pass out. you'll be there before you know it."
Dumb And Dumber,Lloyd,21," drive around me, you pinhead!"
Dumb And Dumber,Lloyd,22,damn!
Dumb And Dumber,Lloyd,23,"i don't mean to be harsh, harry, but let's face it, you are one pathetic loser. no offense."
Dumb And Dumber,Lloyd,24,of course not.  i quit.
Dumb And Dumber,Lloyd,25,i had a hunch arnie was gonna fire me.
Dumb And Dumber,Lloyd,26,"winners control their own destiny, har."
Dumb And Dumber,Lloyd,27,big deal. that car's an old bomb anyway.
Dumb And Dumber,Lloyd,28,that's forty-two in dog years.
Dumb And Dumber,Lloyd,29,it's a love memento.
Dumb And Dumber,Lloyd,30,"the most beautiful woman alive. her name was mary. i drove her to the airport. sparks flew, emotions ran high, breasts heaved. she left this case in the terminal and flew to aspen and out of my life. end of story."
Dumb And Dumber,Lloyd,31,do you really expect me to go snooping around in someone else's private property?
Dumb And Dumber,Lloyd,32, it's locked.
Dumb And Dumber,Lloyd,33,  friend or foe?
Dumb And Dumber,Lloyd,34,"hey, i ordered mystic mint. the little swindlers gave me peanut butter praline."
Dumb And Dumber,Lloyd,35, that's a hostile pattern. i say we bail and get down to unemployment.
Dumb And Dumber,Lloyd,36,"blew it? for your information, we only missed three days in two months."
Dumb And Dumber,Lloyd,37,give me what's left of our dough. i'll go to the corner and buy a few necessities.
Dumb And Dumber,Lloyd,38," what's cheaper, thunderbird or night train?"
Dumb And Dumber,Lloyd,39,"excuse me, little old lady, do you have change for a dollar?"
Dumb And Dumber,Lloyd,40,well could you do me a favor and guard this while i go break a dollar? my wallet's locked in this machine.
Dumb And Dumber,Lloyd,41,"it's gone. i got robbed by grandma walton. she got my wallet, too."
Dumb And Dumber,Lloyd,42," come on, man, cheer up. we've been own before. i'm sure we'll land on our heads somewhere. harry it gets worse, lloyd. my parakeet petey he's... he's dead."
Dumb And Dumber,Lloyd,43,"oh man, i'm sorry, harry. what happened?"
Dumb And Dumber,Lloyd,44,his head fell off?
Dumb And Dumber,Lloyd,45, i don't suppose he had a warranty...?
Dumb And Dumber,Lloyd,46,"that's it! i've had it with this ump! we don't have food, we don't have jobs, our pets' heads are falling off, we're surrounded by roving gangs of larcenous old"
Dumb And Dumber,Lloyd,47,no i won't calm down.
Dumb And Dumber,Lloyd,48," what the hell are we doing here anyway, harry? we've got to get out of this town. harry yeah, and go where?"
Dumb And Dumber,Lloyd,49,"i'll tell you where: someplace warm, a place where the beer flows like wine, where beautiful women instinctively flock like the salmon of capistrano.  i'm talking about aspen."
Dumb And Dumber,Lloyd,50,"that's right, aspen."
Dumb And Dumber,Lloyd,51,"let me ask you something: do you want to end up like petey dead in some flea-ridden apartment, face- down on a dear abby column, with a soggy sunflower seed pressed against your beak? or do you want to enjoy your life?  come on, harry, don't let petey's eath be in vain. don't you see what he was saying? spread your wings, man. he was saying? spread your wings, man. fly."
Dumb And Dumber,Lloyd,52,"that's bullshit. i'll drive.  and what's so wrong about going someplace where we know someone who can plug us into the social pipeline? harry  i don't know, lloyd. i think we should stay here, hunt for jobs, and keep saving money for the worm store. i'm getting a little sick and tired of always running from creditors."
Dumb And Dumber,Lloyd,53,"you know what i'm sick and tired of, harry? i'm sick and tired of having to eek my way through life. i'm sick and tired of being a nobody. "
Dumb And Dumber,Lloyd,54,"  but most of all, i'm sick and tired of having nobody."
Dumb And Dumber,Lloyd,55,"on the other hand, maybe you're right, harry. maybe we should stay here and try our luck in bankruptcy court. with all those lawsuits against us, i'm sure we'll win at least one. it could be a boost to our egos."
Dumb And Dumber,Lloyd,56,"& harry ""we've got to get out of this place, if it's the last thing we ever do, we've got to get out of this place, girl, there's a better life, for me and you..."""
Dumb And Dumber,Lloyd,57,"well, we're finally doing it. do you realize that in all the years we've known each other, this is the first time we've done this together."
Dumb And Dumber,Lloyd,58,taken a trip.
Dumb And Dumber,Lloyd,59, why'd you do that?
Dumb And Dumber,Lloyd,60,take your seatbelt off.
Dumb And Dumber,Lloyd,61,well what about the people who live around here? what if we got into an accident with one of them?
Dumb And Dumber,Lloyd,62,bought 'em when we filled up.
Dumb And Dumber,Lloyd,63,"this didn't come out of our travel fund. i was able to scrape up twenty- five bucks before we left. you know, so we could live in style."
Dumb And Dumber,Lloyd,64,i sold some stuff to billy in 4-c.
Dumb And Dumber,Lloyd,65,that's right.
Dumb And Dumber,Lloyd,66,just some odds and ends.
Dumb And Dumber,Lloyd,67,"oh, a few baseball cards, a sack of marbles, petey, three comic books a second, are you telling me you sold my dead bird to a blind kid? well who else was i gonna sell it to?"
Dumb And Dumber,Lloyd,68,"put your mind at ease, friend. i took care of it."
Dumb And Dumber,Lloyd,69,"according to this map, about an inch and a half."
Dumb And Dumber,Lloyd,70,"and i believe i'm right, harry."
Dumb And Dumber,Lloyd,71,how much you wanna bet?
Dumb And Dumber,Lloyd,72,what do you mean you don't bet?
Dumb And Dumber,Lloyd,73,"oh, bull. i'll bet you our next meal that i can get you gambling before the day's out."
Dumb And Dumber,Lloyd,74,"i'll give you three-to-one odds. that's three feedbags if you win, against only one if you lose."
Dumb And Dumber,Lloyd,75,"okay, five-to-one i can get you gambling before the day's out."
Dumb And Dumber,Lloyd,76,make it ten-to-one. harry sticks out his hand.
Dumb And Dumber,Lloyd,77,
Dumb And Dumber,Lloyd,78, what's the soup du jour?
Dumb And Dumber,Lloyd,79,sounds tasty. i'll have a bowl.
Dumb And Dumber,Lloyd,80,
Dumb And Dumber,Lloyd,81,uh-oh...
Dumb And Dumber,Lloyd,82,"you spilled the salt. that's bad luck. we're driving across the country and the last thing we need is bad luck. quick, toss a handful of salt over your right shoulder."
Dumb And Dumber,Lloyd,83,because that's good luck.
Dumb And Dumber,Lloyd,84,or was it the left shoulder?
Dumb And Dumber,Lloyd,85,well if you'd stop picking fights with the locals...  wait a second. i think i just had an idea. follow me...
Dumb And Dumber,Lloyd,86," excuse me, gentlemen, i'd just like to apologize for that unpleasant scene a little earlier."
Dumb And Dumber,Lloyd,87,"what i'm trying to say is, my friend and i would like to buy you guys a round of beers, just to bury the hatchet."
Dumb And Dumber,Lloyd,88,"whatever you want, sir. i'll have the waitress send them over. oh, and fellas hope to see you again down the road."
Dumb And Dumber,Lloyd,89,"um, sea bass and the fellas offered to pick up our check. they said just add this to their tab."
Dumb And Dumber,Lloyd,90,"well, if that guy at the table over there is sea bass..."
Dumb And Dumber,Lloyd,91," by the way, how far is it to rhode island from here?"
Dumb And Dumber,Lloyd,92,i just wish we could've seen sea bass's face when he got the bill.
Dumb And Dumber,Lloyd,93,don't worry. that fish-head is probably half-way to providence by now.
Dumb And Dumber,Lloyd,94,"hey, stop the car. i gotta take a whiz."
Dumb And Dumber,Lloyd,95,but i gotta go. what am i supposed to do?
Dumb And Dumber,Lloyd,96,i can't hold it. i'm about to explode.
Dumb And Dumber,Lloyd,97,are you serious?
Dumb And Dumber,Lloyd,98,uh-oh...
Dumb And Dumber,Lloyd,99,the bottle's almost full and i'm still going.
Dumb And Dumber,Lloyd,100,"i can't stop once i already started, you know that. quick, get me another bottle."
Dumb And Dumber,Lloyd,101," jesus, be careful! you almost went off the road."
Dumb And Dumber,Lloyd,102,"here, hold this."
Dumb And Dumber,Lloyd,103,"hey, i haven't gone all day."
Dumb And Dumber,Lloyd,104,"but, your honor, he's telling the truth. it's not beer."
Dumb And Dumber,Lloyd,105," you would, too..."
Dumb And Dumber,Lloyd,106,'s fantasy:
Dumb And Dumber,Lloyd,107,
Dumb And Dumber,Lloyd,108,
Dumb And Dumber,Lloyd,109,nothing. nothing at all.
Dumb And Dumber,Lloyd,110," hey, it's the only motel that charges by the hour. we can't afford anything else."
Dumb And Dumber,Lloyd,111,"yep, this sure is the life. cold beer, a hot tube, and fuzzy pink sheets... you know, there's only one thing that could make this moment any better."
Dumb And Dumber,Lloyd,112,if you had a nice set of knockers.
Dumb And Dumber,Lloyd,113,right now i'd settle for one.
Dumb And Dumber,Lloyd,114,"what happened, harry? some little filly break your heart?"
Dumb And Dumber,Lloyd,115,felcher? you mean the babe who worked for the tractor company?
Dumb And Dumber,Lloyd,116,"that's cold, har. give you any reason?"
Dumb And Dumber,Lloyd,117,you're it.
Dumb And Dumber,Lloyd,118,you're it. quitsies.
Dumb And Dumber,Lloyd,119,"damn, you're good, harry.  hey, didn't i tell you this trip would be a blast?"
Dumb And Dumber,Lloyd,120,"see, i told you these country folks were friendly, harry."
Dumb And Dumber,Lloyd,121,well the first thing we do is take a good deep breath of that famous aspenese air.
Dumb And Dumber,Lloyd,122,the freshest. they say on any day of the week you can smell a moose-fart ten miles away.
Dumb And Dumber,Lloyd,123,then we make a splash on the social scene.
Dumb And Dumber,Lloyd,124," harry, look the golden arches. pull over, i'm starving. cut to:"
Dumb And Dumber,Lloyd,125,"look, once we drop the briefcase off to mary, she'll be so grateful she'll plug us right into the party circuit. after that, we do a little of the ski"
Dumb And Dumber,Lloyd,126,some bum down at unemployment.
Dumb And Dumber,Lloyd,127,what's the matter?
Dumb And Dumber,Lloyd,128,yeah? so?
Dumb And Dumber,Lloyd,129," hey, wait a second. hold everything."
Dumb And Dumber,Lloyd,130,aren't you forgetting something?
Dumb And Dumber,Lloyd,131, back at mickey d's? a little matter you might've overlooked...?
Dumb And Dumber,Lloyd,132,my change.
Dumb And Dumber,Lloyd,133,it's a vegetable.
Dumb And Dumber,Lloyd,134,and i happen to know it's a vegetable.
Dumb And Dumber,Lloyd,135,fine with me.
Dumb And Dumber,Lloyd,136,"okay, harry, my turn. let 'er rip."
Dumb And Dumber,Lloyd,137," hmmm... full-bodied, delicate bouquet, aged to perfection will rip no fart before it's time.  come on, marquis of dingleberry's rules: you got ten seconds. all right. i'll say: cheese doodles, chili dog extra onions, garden salad with blue..."
Dumb And Dumber,Lloyd,138,kit-kat bar.
Dumb And Dumber,Lloyd,139,"okay, you go first."
Dumb And Dumber,Lloyd,140,"no, you go first."
Dumb And Dumber,Lloyd,141,"hmmm, not bad..."
Dumb And Dumber,Lloyd,142,"harry dunne, i'm surprised at you. perhaps it's about time you brushed"
Dumb And Dumber,Lloyd,143,"no, i mean like 'an eye for an eye.' hand me those peppers the atomic ones."
Dumb And Dumber,Lloyd,144,more like re-location.
Dumb And Dumber,Lloyd,145,not really. i was just her limo river.
Dumb And Dumber,Lloyd,146,"life is a fragile thing, har. one minute you're chewing on a burger; the next minute you're dead meat."
Dumb And Dumber,Lloyd,147,if you don't count that gurgling sound.
Dumb And Dumber,Lloyd,148," hey, relax, man, i'm just as responsible as you are we both slipped him the peppers and look at me, i on't feel guilty at all."
Dumb And Dumber,Lloyd,149,that's ridiculous. you probably won't live to see forty.
Dumb And Dumber,Lloyd,150,"sorry, har. we're gonna have to hold out. seems we misjudged our expense allocation. if we pay for a motel we won't have enough for gas."
Dumb And Dumber,Lloyd,151,we over-leveraged.
Dumb And Dumber,Lloyd,152,the slob ordered a double-bacon eluxe and a chocolate malt.
Dumb And Dumber,Lloyd,153,drive. we've only got ten more hours. we can take turns.
Dumb And Dumber,Lloyd,154,"um, yeah could you do it the other way around?"
Dumb And Dumber,Lloyd,155,"look, harry, i told you what happened, now drop it. harry sure thing, lloyd. i promise not to mention another word about you being in a bathroom stall with a six-foot, five-inch trucker with his pants own."
Dumb And Dumber,Lloyd,156,"that's a low blow, man."
Dumb And Dumber,Lloyd,157,"listen, bud, if you're trying to imply that i'm that thought look, we're almost in colorado."
Dumb And Dumber,Lloyd,158,"hey, i picked you up a beef jerky..."
Dumb And Dumber,Lloyd,159," boy, some guys just weren't cut out for life on the road."
Dumb And Dumber,Lloyd,160,"hey, mr. sleepy head, welcome back."
Dumb And Dumber,Lloyd,161,"i'd say a good five hours, anyway."
Dumb And Dumber,Lloyd,162,should be. i've been averaging about ninety miles an hour all night.
Dumb And Dumber,Lloyd,163,"boy, i'll tell you, this is one angerous highway. you wouldn't believe all the road pizza two dead ogs, a couple of rabbits, a snake and some big thing i couldn't even recognize."
Dumb And Dumber,Lloyd,164,i hit 'em.
Dumb And Dumber,Lloyd,165,"i was thinking the same thing. that john denver's some full of shit, huh?"
Dumb And Dumber,Lloyd,166," i must say, des moines sure is a pretty little town."
Dumb And Dumber,Lloyd,167,last night. we drove through it.
Dumb And Dumber,Lloyd,168," hello? hello? anybody home? rise and shine.  you were the one who was asleep,"
Dumb And Dumber,Lloyd,169,"in our country it does, yes."
Dumb And Dumber,Lloyd,170,"i'm only human, harry. anybody can make a mistake."
Dumb And Dumber,Lloyd,171," come on, man, pull yourself together."
Dumb And Dumber,Lloyd,172," you can't take a bus to europe, dodo."
Dumb And Dumber,Lloyd,173," come on, stop being a baby about this. okay, so we back-tracked a tad."
Dumb And Dumber,Lloyd,174,"well it doesn't do any good having you sitting there on your butt whining about it. if we're gonna get out of this hole, we're gonna have to dig ourselves out."
Dumb And Dumber,Lloyd,175,where you going?
Dumb And Dumber,Lloyd,176,you can't be serious.
Dumb And Dumber,Lloyd,177," thanks a lot, mr. perfect. like you never screwed up. harry suddenly stops in his tracks and turns back to his friend. he seems completely rained."
Dumb And Dumber,Lloyd,178,"got room for one more, if you still want to go to aspen."
Dumb And Dumber,Lloyd,179,"used car dealer. i   traded the van for it. plus i got   the guy to throw in fifty bucks for   gas money.  come on, man, what   do you say? we still partners?"
Dumb And Dumber,Lloyd,180,"tell me something, harry. would you really have kept going home if i hadn't come back to get you?"
Dumb And Dumber,Lloyd,181,we were never cub scouts.
Dumb And Dumber,Lloyd,182,"relax, it's empty."
Dumb And Dumber,Lloyd,183,isn't this wonderful? what more could a couple of single guys like us ask for?
Dumb And Dumber,Lloyd,184,"you're so materialistic.  why don't we get down to business and eliver the briefcase to mary. who knows, maybe she'll invite us in for tea and a strumpet or two?"
Dumb And Dumber,Lloyd,185,um... good question.
Dumb And Dumber,Lloyd,186,"hmmmm... you know, i don't believe i caught that either."
Dumb And Dumber,Lloyd,187," come to think of it, there is. it's engraved right into the leather."
Dumb And Dumber,Lloyd,188,samsonite   spelled just like it sounds.
Dumb And Dumber,Lloyd,189,a little. shall we share it?
Dumb And Dumber,Lloyd,190,mmmm mmmm good...
Dumb And Dumber,Lloyd,191,hmmm... looks like an old piece of beef jerky.
Dumb And Dumber,Lloyd,192,you're pathetic. get your own.
Dumb And Dumber,Lloyd,193,roll up your window.
Dumb And Dumber,Lloyd,194,then i guess the damn anti-cold system isn't working. you really should get it fixed if we're gonna live here all winter.
Dumb And Dumber,Lloyd,195,"right here the a/c button. i put it on full blast about an hour ago and, if anything, the car's getting colder."
Dumb And Dumber,Lloyd,196, what are you going out there for?
Dumb And Dumber,Lloyd,197,what are you worrying about now?
Dumb And Dumber,Lloyd,198,huh?
Dumb And Dumber,Lloyd,199," harry, calm down! you're acting like a wild animal!"
Dumb And Dumber,Lloyd,200,"sorry, doc, i can't take medicine. i'm a christian scientist!"
Dumb And Dumber,Lloyd,201, what are you doing?
Dumb And Dumber,Lloyd,202,"don't do anything foolish, harry."
Dumb And Dumber,Lloyd,203,"you're making a big mistake, harry! i'll never forgive you for this!"
Dumb And Dumber,Lloyd,204," harry, hold up! things are gonna get better, i promise! in fact, i think"
Dumb And Dumber,Lloyd,205,"no i'm not, man look."
Dumb And Dumber,Lloyd,206," harry, look!"
Dumb And Dumber,Lloyd,207,"okay, here's the plan: we borrow a few bucks just a small loan from the briefcase, and we check into a cheap motel."
Dumb And Dumber,Lloyd,208,and we'll keep track of the money we spend with ious.
Dumb And Dumber,Lloyd,209,"that way, whatever we borrow we can pay back."
Dumb And Dumber,Lloyd,210,"you know, as soon as we get jobs."
Dumb And Dumber,Lloyd,211,"thanks, barnard, but we'll find our own chicks."
Dumb And Dumber,Lloyd,212,"tell you what you can send up, my friend how about some chow?"
Dumb And Dumber,Lloyd,213,don't bother. just order us one of everything.
Dumb And Dumber,Lloyd,214,"oh, sorry.  make that two of everything. harry smiles at this as lloyd pulls a wad of hundred dollar bills out of his pocket. he rips one off and tucks it in barnard's top pocket."
Dumb And Dumber,Lloyd,215," and here you go, barney. you keep us happy, we'll keep you happy."
Dumb And Dumber,Lloyd,216, our first iou. signed and dated.
Dumb And Dumber,Lloyd,217,"it's no dream, har. we finally cracked the big time."
Dumb And Dumber,Lloyd,218,"what's the big deal? we're gonna pay it all back anyway, right?"
Dumb And Dumber,Lloyd,219,surfboards? i thought those were beginner's skis. this suddenly makes sense to harry.
Dumb And Dumber,Lloyd,220,where'd this come from?
Dumb And Dumber,Lloyd,221,what for?
Dumb And Dumber,Lloyd,222,"harry, how many women do you know who wear a size xxl?"
Dumb And Dumber,Lloyd,223,"enter, parlez vous!"
Dumb And Dumber,Lloyd,224,"all out of boone's farm, huh? barnard you have a rapier wit, sir. i took the liberty of bringing a comparable substitute: dom perignon."
Dumb And Dumber,Lloyd,225,"guess it'll have to do, slugger, eh?"
